               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
149,0.021562,0.021061,0.0011025,0.89825,0.75462,0.85585,0.56049,0.0291,0.032728,0.0041936,0.005116,0.005116,0.005116
150,0.021064,0.02085,0.0010844,0.93831,0.80133,0.87792,0.5696,0.029133,0.032655,0.0047355,0.005083,0.005083,0.005083
151,0.021228,0.021985,0.00092984,0.93652,0.79491,0.87221,0.57365,0.028869,0.032634,0.0047122,0.00505,0.00505,0.00505
152,0.020668,0.01937,0.00087257,0.95371,0.77853,0.8682,0.55703,0.030349,0.032565,0.0049352,0.005017,0.005017,0.005017
153,0.020587,0.020383,0.0011432,0.94903,0.78231,0.8506,0.55069,0.029022,0.031562,0.0051778,0.004984,0.004984,0.004984
154,0.020336,0.020385,0.0012484,0.94637,0.75057,0.84307,0.54905,0.028399,0.031244,0.0048528,0.004951,0.004951,0.004951
155,0.020417,0.021751,0.00105,0.94252,0.75939,0.845,0.54676,0.028674,0.031554,0.0058412,0.004918,0.004918,0.004918
156,0.020372,0.019941,0.0011015,0.92225,0.79414,0.8756,0.57299,0.028952,0.031255,0.0053408,0.004885,0.004885,0.004885
157,0.019653,0.01865,0.00094471,0.90385,0.81727,0.87395,0.57102,0.029357,0.032139,0.0060265,0.004852,0.004852,0.004852
158,0.019582,0.020161,0.0010059,0.92515,0.77709,0.86707,0.55288,0.029018,0.031015,0.0060305,0.004819,0.004819,0.004819
159,0.01989,0.020813,0.0010307,0.89539,0.8346,0.86924,0.56427,0.028992,0.03155,0.0054794,0.004786,0.004786,0.004786
160,0.019535,0.02041,0.00099971,0.88998,0.82153,0.86765,0.55861,0.029008,0.031075,0.0053744,0.004753,0.004753,0.004753
161,0.019643,0.019511,0.0010797,0.92413,0.80743,0.88036,0.57307,0.028527,0.031391,0.0045474,0.00472,0.00472,0.00472
162,0.019631,0.019636,0.00095986,0.84772,0.85703,0.87685,0.5564,0.029199,0.031967,0.0045156,0.004687,0.004687,0.004687
163,0.01998,0.019518,0.0011729,0.90025,0.8308,0.88577,0.55671,0.0288,0.031163,0.0039623,0.004654,0.004654,0.004654
164,0.019223,0.020157,0.0009826,0.93531,0.78051,0.87167,0.55617,0.029113,0.031374,0.0045907,0.004621,0.004621,0.004621
165,0.020217,0.020319,0.0011388,0.88299,0.85784,0.87734,0.57259,0.029125,0.030999,0.0046414,0.004588,0.004588,0.004588
166,0.019125,0.020266,0.00084579,0.90823,0.78903,0.86815,0.57001,0.029089,0.03119,0.0052399,0.004555,0.004555,0.004555
167,0.019478,0.020198,0.0011472,0.93652,0.801,0.88298,0.55689,0.029415,0.031379,0.0044515,0.004522,0.004522,0.004522
168,0.019185,0.018694,0.00084483,0.86321,0.83709,0.85345,0.55354,0.028809,0.030855,0.0040984,0.004489,0.004489,0.004489
169,0.019793,0.019862,0.00090447,0.91785,0.83284,0.86003,0.55155,0.029242,0.030466,0.0036532,0.004456,0.004456,0.004456
170,0.019388,0.019268,0.00083931,0.91518,0.79865,0.84363,0.54969,0.028851,0.030709,0.0039458,0.004423,0.004423,0.004423
171,0.018704,0.019267,0.00095476,0.94335,0.81502,0.86601,0.55871,0.028736,0.031456,0.0040636,0.00439,0.00439,0.00439
172,0.018979,0.019426,0.00095274,0.94016,0.79201,0.83588,0.53096,0.028993,0.031963,0.0043381,0.004357,0.004357,0.004357
173,0.019398,0.018844,0.0009695,0.92375,0.82158,0.85563,0.55707,0.028572,0.031064,0.0042706,0.004324,0.004324,0.004324
174,0.019891,0.02069,0.0010243,0.8957,0.83071,0.84879,0.54466,0.029027,0.031334,0.0038461,0.004291,0.004291,0.004291
175,0.018809,0.018708,0.00090758,0.92834,0.78405,0.84983,0.5278,0.028785,0.031381,0.0041561,0.004258,0.004258,0.004258
176,0.018245,0.019259,0.00092625,0.87244,0.85405,0.8723,0.55001,0.029026,0.031437,0.0043999,0.004225,0.004225,0.004225
177,0.01913,0.019958,0.00086186,0.87616,0.80775,0.84715,0.53599,0.028924,0.031683,0.0058574,0.004192,0.004192,0.004192
178,0.019441,0.019806,0.00094279,0.94545,0.77076,0.845,0.51811,0.029411,0.031828,0.0049804,0.004159,0.004159,0.004159
179,0.018771,0.019635,0.00096519,0.92989,0.85164,0.88538,0.55098,0.029168,0.03151,0.0043148,0.004126,0.004126,0.004126
180,0.018156,0.01885,0.00073849,0.92136,0.74585,0.84622,0.56394,0.028456,0.031895,0.0045851,0.004093,0.004093,0.004093
181,0.018598,0.02048,0.00085953,0.9228,0.83265,0.85479,0.56916,0.028486,0.031592,0.0045954,0.00406,0.00406,0.00406
182,0.019183,0.019837,0.00078267,0.90145,0.79403,0.85509,0.55826,0.028417,0.03212,0.0058326,0.004027,0.004027,0.004027
183,0.018305,0.018459,0.00086168,0.88453,0.79597,0.85219,0.56639,0.028366,0.032192,0.004969,0.003994,0.003994,0.003994
184,0.018338,0.019035,0.00091099,0.91922,0.83301,0.85653,0.56277,0.028582,0.031818,0.0045086,0.003961,0.003961,0.003961
185,0.017796,0.017973,0.0008247,0.95514,0.78012,0.85113,0.55029,0.028339,0.03276,0.0038781,0.003928,0.003928,0.003928
186,0.018596,0.017274,0.0011455,0.87316,0.82654,0.84443,0.55037,0.028682,0.031961,0.0042876,0.003895,0.003895,0.003895
187,0.018908,0.019296,0.00096891,0.94395,0.74895,0.80074,0.51721,0.028521,0.031361,0.0045309,0.003862,0.003862,0.003862
188,0.018446,0.017966,0.0010347,0.88311,0.80486,0.84898,0.55027,0.028737,0.031043,0.0043961,0.003829,0.003829,0.003829
189,0.017761,0.019277,0.00087425,0.88434,0.76422,0.82034,0.52253,0.028868,0.031244,0.0047588,0.003796,0.003796,0.003796
190,0.018036,0.018374,0.00095221,0.95362,0.77953,0.8395,0.54943,0.0289,0.031527,0.0041762,0.003763,0.003763,0.003763
191,0.018258,0.018714,0.0010015,0.95759,0.77566,0.85295,0.54757,0.028293,0.032012,0.0042851,0.00373,0.00373,0.00373
192,0.01809,0.020202,0.00093636,0.84248,0.82639,0.85514,0.54963,0.028085,0.031423,0.0041988,0.003697,0.003697,0.003697
193,0.017389,0.019069,0.00077183,0.91513,0.80525,0.86014,0.54371,0.028593,0.032106,0.0040178,0.003664,0.003664,0.003664
194,0.01796,0.018811,0.00093043,0.9023,0.79752,0.85093,0.54377,0.028467,0.031621,0.0045337,0.003631,0.003631,0.003631
195,0.01766,0.018976,0.00075003,0.96814,0.7673,0.85578,0.55071,0.028764,0.032443,0.0043425,0.003598,0.003598,0.003598
196,0.018154,0.017964,0.00073191,0.9299,0.82455,0.85776,0.5673,0.029004,0.03304,0.0045928,0.003565,0.003565,0.003565
197,0.017334,0.01766,0.00074878,0.88454,0.84258,0.86211,0.56641,0.02843,0.032068,0.0046981,0.003532,0.003532,0.003532
198,0.018217,0.019929,0.00093662,0.91056,0.85199,0.87776,0.57704,0.028481,0.03211,0.0049414,0.003499,0.003499,0.003499
199,0.017578,0.018433,0.00082674,0.9567,0.81637,0.84956,0.54862,0.028745,0.033052,0.0044512,0.003466,0.003466,0.003466
200,0.017639,0.017922,0.00089497,0.90926,0.83588,0.85821,0.53774,0.028556,0.03225,0.0047863,0.003433,0.003433,0.003433
201,0.017478,0.0182,0.00075204,0.9497,0.79346,0.87636,0.55924,0.028886,0.032699,0.0051867,0.0034,0.0034,0.0034
202,0.017229,0.018163,0.00077035,0.95092,0.81433,0.87802,0.55055,0.028736,0.03297,0.0045292,0.003367,0.003367,0.003367
203,0.016752,0.017701,0.00066406,0.93648,0.82706,0.87171,0.55702,0.028661,0.032607,0.0044838,0.003334,0.003334,0.003334
204,0.016889,0.017049,0.00075075,0.9348,0.82206,0.874,0.56016,0.028609,0.032573,0.0044046,0.003301,0.003301,0.003301
205,0.017753,0.018639,0.00089359,0.91511,0.81842,0.87132,0.55031,0.028651,0.03203,0.0050356,0.003268,0.003268,0.003268
206,0.01713,0.018337,0.0008133,0.93721,0.79138,0.84634,0.54251,0.028522,0.031815,0.0052407,0.003235,0.003235,0.003235
207,0.016846,0.018081,0.00081929,0.93439,0.78164,0.84035,0.53279,0.028495,0.031966,0.0050615,0.003202,0.003202,0.003202
208,0.01708,0.018101,0.00071879,0.92017,0.79268,0.85013,0.54891,0.028021,0.03123,0.0048716,0.003169,0.003169,0.003169
209,0.017355,0.018282,0.00090214,0.94213,0.75492,0.85311,0.56453,0.028195,0.031587,0.00531,0.003136,0.003136,0.003136
210,0.016551,0.018366,0.00086078,0.90588,0.78792,0.85801,0.56971,0.028343,0.031984,0.0059378,0.003103,0.003103,0.003103
211,0.017361,0.017728,0.00079082,0.90184,0.79344,0.85769,0.56342,0.029141,0.032961,0.0050075,0.00307,0.00307,0.00307
212,0.017391,0.01816,0.00072904,0.90489,0.82333,0.85002,0.57241,0.028508,0.033029,0.0043654,0.003037,0.003037,0.003037
213,0.017025,0.018635,0.00077779,0.90954,0.82702,0.87082,0.57378,0.028569,0.032879,0.0043067,0.003004,0.003004,0.003004
214,0.016633,0.018029,0.00069791,0.94154,0.82162,0.87759,0.5699,0.0288,0.033138,0.0042181,0.002971,0.002971,0.002971
215,0.016942,0.017871,0.00072958,0.95537,0.80706,0.87406,0.56725,0.028581,0.033428,0.0041715,0.002938,0.002938,0.002938
216,0.01623,0.017548,0.00073668,0.95993,0.81476,0.85797,0.56243,0.028526,0.032982,0.0043102,0.002905,0.002905,0.002905
217,0.01658,0.017874,0.00087643,0.95669,0.82235,0.86414,0.55493,0.028683,0.032778,0.0044382,0.002872,0.002872,0.002872
218,0.016536,0.017144,0.00063942,0.95515,0.81467,0.86551,0.55259,0.028635,0.032639,0.004659,0.002839,0.002839,0.002839
219,0.016746,0.018411,0.00067825,0.96091,0.82515,0.88095,0.57372,0.028345,0.03271,0.0041882,0.002806,0.002806,0.002806
220,0.016375,0.017779,0.00063516,0.96048,0.81261,0.86387,0.55861,0.028443,0.032446,0.0044688,0.002773,0.002773,0.002773
221,0.016167,0.017861,0.00069006,0.94461,0.83029,0.86658,0.56655,0.028474,0.032253,0.0040896,0.00274,0.00274,0.00274
222,0.016697,0.019462,0.00081664,0.94992,0.79259,0.85182,0.56432,0.028796,0.032349,0.0051656,0.002707,0.002707,0.002707
223,0.016192,0.017484,0.00074622,0.92748,0.82236,0.86362,0.58452,0.028318,0.032802,0.0044874,0.002674,0.002674,0.002674
224,0.015714,0.016965,0.00071548,0.95505,0.81448,0.85667,0.55661,0.028722,0.033483,0.0045218,0.002641,0.002641,0.002641
225,0.016287,0.01769,0.00066858,0.95031,0.82783,0.86907,0.56656,0.028289,0.033319,0.0046707,0.002608,0.002608,0.002608
226,0.015643,0.017049,0.00075828,0.89118,0.85637,0.87839,0.56265,0.028695,0.03301,0.0048227,0.002575,0.002575,0.002575
227,0.015828,0.017604,0.00068478,0.94692,0.78516,0.86601,0.56042,0.028496,0.032964,0.0047568,0.002542,0.002542,0.002542
228,0.016136,0.017866,0.00071887,0.95098,0.82044,0.86735,0.55207,0.028506,0.032996,0.0047383,0.002509,0.002509,0.002509
229,0.015733,0.016625,0.00077222,0.95511,0.82053,0.87686,0.56562,0.028624,0.033405,0.0043665,0.002476,0.002476,0.002476
230,0.015479,0.017662,0.00074692,0.9473,0.83047,0.87054,0.56006,0.028365,0.033081,0.0043626,0.002443,0.002443,0.002443
231,0.01632,0.01792,0.00078298,0.93532,0.80511,0.84608,0.54995,0.0287,0.033331,0.0048138,0.00241,0.00241,0.00241
232,0.015896,0.017464,0.00071851,0.93311,0.80232,0.82892,0.5397,0.028443,0.033705,0.0046547,0.002377,0.002377,0.002377
233,0.015445,0.016768,0.00064766,0.93816,0.78744,0.829,0.53438,0.028258,0.033494,0.0047654,0.002344,0.002344,0.002344
234,0.015788,0.017838,0.00059883,0.89032,0.79234,0.83225,0.54294,0.028223,0.033757,0.004956,0.002311,0.002311,0.002311
235,0.015296,0.016324,0.00057089,0.94663,0.78411,0.86159,0.56006,0.028032,0.033747,0.0048751,0.002278,0.002278,0.002278
236,0.015561,0.017172,0.00072644,0.93762,0.82675,0.88065,0.56905,0.02823,0.033357,0.0046117,0.002245,0.002245,0.002245
237,0.015648,0.016556,0.00084476,0.94434,0.82841,0.88074,0.55339,0.028925,0.033982,0.0044776,0.002212,0.002212,0.002212
238,0.015382,0.017227,0.00071015,0.92927,0.83677,0.87372,0.55991,0.028588,0.033771,0.0044626,0.002179,0.002179,0.002179
239,0.015543,0.01717,0.00085994,0.94971,0.79426,0.84291,0.54731,0.02872,0.03419,0.0047501,0.002146,0.002146,0.002146
240,0.015568,0.017461,0.00067636,0.95153,0.79446,0.83223,0.54329,0.028595,0.034159,0.0048939,0.002113,0.002113,0.002113
241,0.01526,0.016455,0.00068201,0.95445,0.77003,0.8506,0.5579,0.028664,0.034145,0.0047005,0.00208,0.00208,0.00208
242,0.015182,0.017221,0.00067664,0.8666,0.82669,0.86229,0.57463,0.028382,0.033484,0.004188,0.002047,0.002047,0.002047
243,0.015342,0.018035,0.0006269,0.9319,0.74783,0.84078,0.54345,0.028418,0.033593,0.0046673,0.002014,0.002014,0.002014
244,0.015101,0.017099,0.00065895,0.92701,0.79436,0.85973,0.5368,0.028502,0.034055,0.0047978,0.001981,0.001981,0.001981
245,0.014894,0.0154,0.00064944,0.90856,0.83992,0.87675,0.55186,0.028445,0.034227,0.004826,0.001948,0.001948,0.001948
246,0.01495,0.016126,0.0006615,0.91737,0.84037,0.87797,0.55554,0.028466,0.033967,0.0049167,0.001915,0.001915,0.001915
247,0.015328,0.017137,0.00065529,0.93968,0.79729,0.86734,0.5543,0.028454,0.033757,0.0047244,0.001882,0.001882,0.001882
248,0.015087,0.017249,0.0006742,0.92993,0.80198,0.85466,0.54893,0.028545,0.033676,0.0048555,0.001849,0.001849,0.001849
249,0.014711,0.015678,0.00061334,0.94905,0.75014,0.84414,0.55449,0.028139,0.033993,0.0048196,0.001816,0.001816,0.001816
250,0.015257,0.016528,0.00054543,0.95451,0.74408,0.8307,0.54166,0.028223,0.033886,0.0049857,0.001783,0.001783,0.001783
251,0.014782,0.016493,0.00054024,0.95012,0.74424,0.8471,0.53712,0.028494,0.033779,0.0049449,0.00175,0.00175,0.00175
252,0.014992,0.01735,0.00059735,0.90733,0.7458,0.83269,0.54095,0.028407,0.033749,0.0050736,0.001717,0.001717,0.001717
253,0.014564,0.015274,0.00061036,0.90936,0.75475,0.82713,0.53705,0.028538,0.033878,0.0052742,0.001684,0.001684,0.001684
254,0.015049,0.016688,0.00053871,0.90881,0.77097,0.82964,0.52948,0.028462,0.034009,0.0051936,0.001651,0.001651,0.001651
255,0.014857,0.016978,0.00064631,0.89976,0.83863,0.85174,0.55076,0.028495,0.034382,0.0045307,0.001618,0.001618,0.001618
256,0.014731,0.017657,0.00055662,0.90258,0.76516,0.82651,0.53345,0.028472,0.033891,0.005105,0.001585,0.001585,0.001585
257,0.014399,0.01515,0.00066212,0.85726,0.81274,0.83899,0.53633,0.028495,0.033949,0.0051095,0.001552,0.001552,0.001552
258,0.015009,0.016883,0.00063049,0.87911,0.80515,0.82678,0.53694,0.028369,0.033687,0.0054449,0.001519,0.001519,0.001519
259,0.014491,0.016797,0.00058405,0.91809,0.80093,0.83986,0.54343,0.028419,0.034192,0.0051599,0.001486,0.001486,0.001486
260,0.014684,0.015989,0.0005444,0.93814,0.80987,0.84094,0.54686,0.028132,0.033901,0.0051314,0.001453,0.001453,0.001453
261,0.014053,0.015635,0.00051966,0.95041,0.80979,0.8453,0.53613,0.0285,0.034292,0.0048057,0.00142,0.00142,0.00142
262,0.01471,0.016606,0.00049574,0.94149,0.80207,0.86111,0.55525,0.028346,0.034604,0.0045109,0.001387,0.001387,0.001387
263,0.014351,0.015442,0.00068755,0.95548,0.7992,0.85737,0.56603,0.028391,0.034603,0.0046033,0.001354,0.001354,0.001354
264,0.014294,0.016164,0.00065388,0.89903,0.83676,0.85807,0.56024,0.028738,0.035506,0.0049061,0.001321,0.001321,0.001321
265,0.014414,0.01574,0.0005974,0.90831,0.83372,0.86639,0.56892,0.028304,0.035268,0.0047224,0.001288,0.001288,0.001288
266,0.014393,0.015426,0.00068974,0.94571,0.81055,0.87045,0.56667,0.028344,0.03501,0.0042269,0.001255,0.001255,0.001255
267,0.014234,0.016271,0.00052252,0.93602,0.82007,0.86321,0.57574,0.028223,0.034601,0.0044255,0.001222,0.001222,0.001222
268,0.014587,0.016499,0.00058968,0.9411,0.831,0.87183,0.57044,0.028402,0.034215,0.0044138,0.001189,0.001189,0.001189
269,0.014017,0.015401,0.00056842,0.93997,0.83339,0.86568,0.56662,0.028204,0.034232,0.0042932,0.001156,0.001156,0.001156
270,0.013891,0.015723,0.00050505,0.94377,0.79719,0.85428,0.56203,0.028178,0.034367,0.0046001,0.001123,0.001123,0.001123
271,0.013814,0.015904,0.00065226,0.9429,0.83767,0.857,0.56507,0.028185,0.034821,0.004837,0.00109,0.00109,0.00109
272,0.013826,0.015658,0.00053032,0.9428,0.83565,0.85644,0.55953,0.028413,0.034809,0.0048164,0.001057,0.001057,0.001057
273,0.014258,0.017053,0.00051039,0.94592,0.83455,0.86323,0.56003,0.0284,0.03495,0.0044169,0.001024,0.001024,0.001024
274,0.014021,0.016409,0.00050959,0.94201,0.83863,0.8593,0.56608,0.028093,0.034976,0.0045534,0.000991,0.000991,0.000991
275,0.013985,0.01623,0.00048538,0.93745,0.83642,0.85443,0.55212,0.028376,0.035179,0.0047255,0.000958,0.000958,0.000958
276,0.013548,0.015132,0.0005155,0.92111,0.84271,0.86054,0.55396,0.028584,0.035064,0.00474,0.000925,0.000925,0.000925
277,0.013835,0.01688,0.00048618,0.92019,0.77486,0.82973,0.53828,0.02838,0.035125,0.0050552,0.000892,0.000892,0.000892
278,0.014043,0.015487,0.00047501,0.9534,0.75699,0.8322,0.53623,0.028524,0.035407,0.005068,0.000859,0.000859,0.000859
279,0.013572,0.014473,0.00046295,0.95132,0.76039,0.82957,0.54195,0.028454,0.03548,0.00503,0.000826,0.000826,0.000826
280,0.013722,0.015581,0.00051136,0.9445,0.79932,0.85134,0.54797,0.028367,0.03523,0.0045259,0.000793,0.000793,0.000793
281,0.014015,0.016287,0.00051161,0.94302,0.79464,0.86129,0.5527,0.028403,0.034849,0.0044185,0.00076,0.00076,0.00076
282,0.013532,0.015139,0.00050857,0.95002,0.7971,0.86575,0.55274,0.028416,0.035075,0.0045519,0.000727,0.000727,0.000727
283,0.013746,0.015138,0.00050932,0.9222,0.83431,0.8677,0.56418,0.028375,0.035001,0.0045741,0.000694,0.000694,0.000694
284,0.013472,0.014563,0.00053465,0.94663,0.82982,0.87122,0.56396,0.028476,0.03498,0.0043889,0.000661,0.000661,0.000661
285,0.013707,0.016315,0.00048852,0.95654,0.81896,0.87228,0.56673,0.028449,0.034745,0.0043235,0.000628,0.000628,0.000628
286,0.013699,0.016247,0.00047737,0.95759,0.81202,0.87126,0.56693,0.028313,0.034962,0.0040834,0.000595,0.000595,0.000595
287,0.013334,0.014967,0.00045574,0.9567,0.82362,0.87216,0.5601,0.028283,0.034966,0.0042962,0.000562,0.000562,0.000562
288,0.013141,0.014362,0.00035113,0.90608,0.83268,0.86491,0.56377,0.028268,0.035023,0.0047076,0.000529,0.000529,0.000529
289,0.013206,0.014843,0.00049137,0.90142,0.82982,0.85671,0.55843,0.028326,0.03523,0.0047319,0.000496,0.000496,0.000496
290,0.013002,0.014949,0.00045894,0.89208,0.83378,0.85184,0.56245,0.028254,0.035319,0.0047534,0.000463,0.000463,0.000463
291,0.013602,0.01593,0.00046347,0.93744,0.82869,0.8662,0.56272,0.02835,0.035356,0.0047147,0.00043,0.00043,0.00043
292,0.012929,0.014203,0.00050699,0.9418,0.83198,0.86906,0.5704,0.028299,0.035402,0.0046493,0.000397,0.000397,0.000397
293,0.013213,0.01533,0.00050994,0.94515,0.79719,0.86001,0.56116,0.028338,0.035387,0.0047263,0.000364,0.000364,0.000364
294,0.01329,0.01511,0.00060944,0.94169,0.79876,0.85584,0.55506,0.028348,0.035464,0.0047846,0.000331,0.000331,0.000331
295,0.013454,0.015709,0.00048917,0.94349,0.8005,0.85306,0.56042,0.028265,0.03546,0.0048238,0.000298,0.000298,0.000298
296,0.013133,0.015194,0.00042048,0.94363,0.7994,0.85293,0.55827,0.028354,0.035579,0.0047919,0.000265,0.000265,0.000265
297,0.013446,0.015409,0.00058927,0.94367,0.83252,0.86316,0.56627,0.028283,0.035372,0.0045211,0.000232,0.000232,0.000232
298,0.013104,0.015642,0.00037758,0.94529,0.83221,0.86372,0.5668,0.028218,0.035246,0.004423,0.000199,0.000199,0.000199
299,0.013998,0.015816,0.00065755,0.94226,0.83343,0.86314,0.56079,0.028278,0.035251,0.0044509,0.000166,0.000166,0.000166
